t,x,y,vd,xyd,nd,d,st
806,1803.2,1139.95,0.44498,0.44498,6,6.38989,0
806,1803.65,1139.94,0.444981,0.44498,6,6.39056,0
806,1804.09,1139.93,0.444981,0.444981,6,6.39063,0
807,1804.54,1139.92,0.444981,0.444981,6,6.38987,0
807,1804.98,1139.91,0.444981,0.444981,6,6.38918,0
807,1805.43,1139.91,0.444982,0.444982,6,6.38741,0
808,1805.87,1139.9,0.444982,0.444981,6,6.38575,0
808,1806.32,1139.89,0.444982,0.444982,6,4.66195,0
808,1806.76,1139.89,0.444982,0.444982,6,4.71059,0
809,1807.21,1139.88,0.444982,0.444982,6,4.75726,0
809,1807.65,1139.88,0.444982,0.444982,6,4.80326,0
810,1808.1,1139.88,0.444982,0.444981,6,6.35984,0
810,1808.54,1139.88,0.444982,0.444981,6,6.35159,0
810,1808.99,1139.88,0.444982,0.444982,6,6.34284,0
811,1809.43,1139.88,0.444982,0.444982,6,6.33316,0
811,1809.88,1139.88,0.444982,0.444982,6,6.32131,0
812,1810.32,1139.88,0.444983,0.444982,6,6.30894,0
812,1810.77,1139.89,0.444982,0.444983,6,6.29567,0
812,1811.21,1139.89,0.444983,0.444983,6,6.28206,0
813,1811.66,1139.9,0.444983,0.444982,6,6.26705,0
813,1812.1,1139.9,0.444983,0.444983,6,6.25114,0
813,1812.54,1139.91,0.444983,0.444982,6,6.2357,0
814,1812.99,1139.92,0.444983,0.444983,6,6.21889,0
814,1813.43,1139.93,0.444983,0.444983,6,6.20117,0
814,1813.88,1139.94,0.444983,0.444983,6,6.1815,0
815,1814.32,1139.95,0.444983,0.444984,6,6.16118,0
815,1814.77,1139.96,0.444983,0.444984,6,6.14046,0
815,1815.21,1139.97,0.444983,0.444982,6,5.44567,0
816,1815.66,1139.99,0.444983,0.444984,6,5.47533,0
816,1816.1,1140,0.444984,0.444984,6,5.50519,0
817,1816.55,1140.01,0.444984,0.444983,6,5.53398,0
817,1816.99,1140.03,0.444984,0.444984,6,5.56193,0
817,1817.44,1140.04,0.444984,0.444984,6,5.58959,0
818,1817.88,1140.06,0.444984,0.444983,6,5.61609,0
818,1818.33,1140.08,0.444984,0.444984,6,5.64116,0
818,1818.77,1140.1,0.444984,0.444984,6,5.66582,0
819,1819.21,1140.12,0.444984,0.444983,6,5.6897,0
819,1819.66,1140.14,0.444984,0.444985,6,5.71154,0
819,1820.1,1140.16,0.444984,0.444984,6,5.73295,0
820,1820.55,1140.18,0.444984,0.444985,6,5.75368,0
820,1820.99,1140.2,0.444983,0.444984,6,5.77488,0
821,1821.44,1140.23,0.444983,0.444984,6,5.79492,0
821,1821.88,1140.25,0.444984,0.444984,6,5.81294,0
821,1822.32,1140.28,0.444984,0.444984,6,5.83062,0
822,1822.77,1140.3,0.444983,0.444983,6,5.84769,0
822,1823.21,1140.33,0.444984,0.444984,6,5.86264,0
822,1823.66,1140.36,0.444984,0.444984,6,5.8774,0
823,1824.1,1140.39,0.444984,0.444984,6,5.89165,0
823,1824.54,1140.42,0.444984,0.444983,6,5.90566,0
824,1824.99,1140.45,0.444984,0.444984,6,5.91877,0
824,1825.43,1140.48,0.444985,0.444984,6,5.93141,0
824,1825.87,1140.51,0.444985,0.444985,6,5.94386,0
825,1826.32,1140.54,0.444985,0.444985,6,5.95584,0
825,1826.76,1140.57,0.444985,0.444985,6,5.96818,0
825,1827.21,1140.6,0.444985,0.444985,6,5.97968,0
826,1827.65,1140.64,0.444985,0.444985,6,5.99072,0
826,1828.09,1140.67,0.444985,0.444985,6,6.00188,0
826,1828.54,1140.7,0.444985,0.444985,6,6.01241,0
827,1828.98,1140.74,0.444985,0.444985,6,6.0225,0
827,1829.42,1140.77,0.444985,0.444986,6,6.03258,0
827,1829.87,1140.8,0.444985,0.444986,6,6.04213,0
828,1830.31,1140.84,0.444986,0.444986,6,6.05071,0
828,1830.75,1140.87,0.444986,0.444985,6,6.05902,0
829,1831.2,1140.91,0.444986,0.444986,6,6.06694,0
829,1831.64,1140.94,0.444986,0.444986,6,6.07297,0
829,1832.08,1140.98,0.444986,0.444986,6,6.07898,0
830,1832.53,1141.02,0.444986,0.444986,6,6.08521,0
830,1832.97,1141.06,0.444986,0.444986,6,6.091,0
831,1833.41,1141.09,0.444986,0.444986,6,6.09648,0
831,1833.86,1141.13,0.444986,0.444986,6,6.10315,0
831,1834.3,1141.17,0.444986,0.444986,6,6.10919,0
832,1834.74,1141.2,0.444986,0.444986,6,6.1149,0
832,1835.19,1141.24,0.444986,0.444986,6,6.12145,0
832,1835.63,1141.28,0.444986,0.444986,6,6.12714,0
833,1836.07,1141.32,0.444986,0.444986,6,6.13249,0
833,1836.52,1141.36,0.444986,0.444986,6,6.13702,0
833,1836.96,1141.39,0.444987,0.444986,6,6.14173,0
834,1837.4,1141.43,0.444987,0.444987,6,6.14612,0
834,1837.85,1141.47,0.444987,0.444987,6,6.15189,0
834,1838.29,1141.51,0.444987,0.444987,6,6.15677,0
835,1838.73,1141.55,0.444987,0.444987,6,6.16199,0
835,1839.18,1141.58,0.444987,0.444987,6,6.16659,0
836,1839.62,1141.62,0.444987,0.444987,6,6.17083,0
836,1840.06,1141.66,0.444987,0.444987,6,6.17483,0
836,1840.51,1141.7,0.444987,0.444987,6,6.1786,0
837,1840.95,1141.74,0.444987,0.444987,6,6.18202,0
837,1841.39,1141.78,0.444987,0.444987,6,6.18655,0
837,1841.84,1141.82,0.444987,0.444986,6,6.19042,0
838,1842.28,1141.86,0.444987,0.444987,6,6.19392,0
838,1842.72,1141.9,0.444987,0.444987,6,6.19656,0
838,1843.16,1141.94,0.444987,0.444986,6,5.98359,0
839,1843.61,1141.98,0.444987,0.444987,6,6.00271,0
839,1844.05,1142.02,0.444987,0.444987,6,6.02104,0
840,1844.49,1142.06,0.444987,0.444986,6,6.03897,0
840,1844.94,1142.1,0.444987,0.444986,6,6.05627,0
840,1845.38,1142.15,0.444987,0.444987,6,6.07305,0
841,1845.82,1142.19,0.444987,0.444987,6,6.08946,0
841,1846.26,1142.23,0.444987,0.444986,6,6.10568,0
841,1846.71,1142.27,0.444987,0.444987,6,6.1217,0
842,1847.15,1142.32,0.444988,0.444987,6,6.13679,0
842,1847.59,1142.36,0.444988,0.444988,6,6.15159,0
843,1848.04,1142.4,0.444988,0.444987,6,6.16602,0
843,1848.48,1142.45,0.444988,0.444988,6,6.17845,0
843,1848.92,1142.5,0.444988,0.444988,6,6.19088,0
844,1849.36,1142.54,0.444988,0.444987,6,6.20298,0
844,1849.8,1142.59,0.444988,0.444988,6,6.21407,0
844,1850.25,1142.64,0.444988,0.444988,6,6.22498,0
845,1850.69,1142.69,0.444988,0.444988,6,6.23558,0
845,1851.13,1142.74,0.444988,0.444988,6,6.24621,0
845,1851.57,1142.78,0.444988,0.444988,6,6.2563,0
846,1852.02,1142.83,0.444988,0.444988,6,6.26604,0
846,1852.46,1142.88,0.444988,0.444988,6,6.27543,0
847,1852.9,1142.93,0.444988,0.444988,6,6.28463,0
847,1853.34,1142.98,0.444989,0.444989,6,6.29226,0
847,1853.78,1143.03,0.444989,0.444989,6,6.3,0
848,1854.23,1143.08,0.444989,0.444989,6,6.30739,0
848,1854.67,1143.14,0.444989,0.444989,6,6.313,0
848,1855.11,1143.19,0.444989,0.444989,6,6.3185,0
849,1855.55,1143.24,0.444989,0.444989,6,6.32386,0
849,1855.99,1143.3,0.444989,0.444988,6,6.32894,0
850,1856.43,1143.35,0.444989,0.444989,6,6.33366,0
850,1856.88,1143.41,0.444989,0.444989,6,6.33783,0
850,1857.32,1143.46,0.444989,0.444989,6,6.34189,0
851,1857.76,1143.52,0.444989,0.444989,6,6.34556,0
851,1858.2,1143.57,0.444989,0.444989,6,6.34852,0
851,1858.64,1143.63,0.444989,0.444989,6,6.35139,0
852,1859.08,1143.68,0.444989,0.444989,6,6.35385,0
852,1859.52,1143.74,0.444989,0.444989,6,6.35635,0
853,1859.96,1143.8,0.444989,0.444989,6,6.35815,0
853,1860.41,1143.85,0.444989,0.44499,6,6.3595,0
853,1860.85,1143.91,0.44499,0.444989,6,6.35902,0
854,1861.29,1143.97,0.44499,0.44499,6,6.3586,0
854,1861.73,1144.03,0.44499,0.444989,6,6.35753,0
855,1862.17,1144.09,0.44499,0.44499,6,6.35639,0
855,1862.61,1144.15,0.44499,0.44499,6,6.35478,0
855,1863.05,1144.21,0.44499,0.44499,6,6.35322,0
856,1863.49,1144.27,0.44499,0.444989,6,6.35101,0
856,1863.93,1144.33,0.44499,0.444989,6,6.3483,0
856,1864.37,1144.39,0.444989,0.444989,6,6.34576,0
857,1864.81,1144.46,0.444989,0.444989,6,6.34233,0
857,1865.25,1144.52,0.444989,0.444989,6,6.33836,0
858,1865.69,1144.58,0.444989,0.444988,6,6.33464,0
858,1866.13,1144.64,0.444989,0.444989,6,6.33026,0
858,1866.57,1144.71,0.444989,0.444989,6,6.3255,0
859,1867.01,1144.77,0.444989,0.444989,6,6.31982,0
859,1867.46,1144.84,0.444989,0.444989,6,6.31355,0
859,1867.89,1144.9,0.44499,0.44499,6,6.30596,0
860,1868.33,1144.97,0.44499,0.44499,6,6.29818,0
860,1868.77,1145.04,0.44499,0.44499,6,6.28982,0
861,1869.21,1145.1,0.44499,0.44499,6,6.28059,0
861,1869.65,1145.17,0.44499,0.44499,6,6.27082,0
861,1870.09,1145.24,0.44499,0.444989,6,6.26089,0
862,1870.53,1145.31,0.44499,0.44499,6,6.25042,0
862,1870.97,1145.38,0.44499,0.44499,6,6.23935,0
862,1871.41,1145.45,0.44499,0.44499,6,6.22692,0
863,1871.85,1145.52,0.44499,0.44499,6,6.21408,0
863,1872.29,1145.59,0.44499,0.44499,6,6.20067,0
864,1872.73,1145.67,0.444991,0.44499,6,6.18661,0
864,1873.17,1145.74,0.444991,0.444991,6,6.17197,0
864,1873.61,1145.81,0.444991,0.444991,6,6.15676,0
865,1874.04,1145.89,0.444991,0.444991,6,5.63579,0
865,1874.48,1145.96,0.444991,0.444991,6,5.65959,0
866,1874.92,1146.03,0.444991,0.44499,6,5.68178,0
866,1875.36,1146.11,0.444991,0.444991,6,5.7038,0
866,1875.8,1146.19,0.444991,0.444991,6,5.72524,0
867,1876.24,1146.26,0.444991,0.444991,6,5.74643,0
867,1876.67,1146.34,0.444991,0.444991,6,5.76673,0
868,1877.11,1146.42,0.444991,0.444991,6,5.78646,0
868,1877.55,1146.49,0.444991,0.44499,6,5.80702,0
868,1877.99,1146.57,0.444991,0.444991,6,5.82674,0
869,1878.43,1146.65,0.444991,0.444991,6,5.84515,0
869,1878.86,1146.73,0.444991,0.444991,6,5.86327,0
870,1879.3,1146.81,0.444991,0.444991,6,5.88083,0
870,1879.74,1146.89,0.444991,0.444991,6,5.897,0
870,1880.18,1146.97,0.444991,0.444991,6,5.91297,0
871,1880.61,1147.05,0.444991,0.444991,6,5.92842,0
871,1881.05,1147.14,0.444991,0.444991,6,5.9431,0
872,1881.49,1147.22,0.444991,0.444991,6,5.95722,0
872,1881.93,1147.3,0.444992,0.444991,6,5.97101,0
872,1882.36,1147.39,0.444992,0.444992,6,5.98445,0
873,1882.8,1147.47,0.444992,0.444992,6,5.99739,0
873,1883.24,1147.56,0.444992,0.444991,6,6.00879,0
874,1883.67,1147.64,0.444992,0.444992,6,6.02011,0
874,1884.11,1147.73,0.444992,0.444992,6,6.03281,0
874,1884.55,1147.81,0.444992,0.444991,6,6.04461,0
875,1884.98,1147.9,0.444992,0.444992,6,6.05591,0
875,1885.42,1147.98,0.444991,0.444991,6,6.06708,0
876,1885.85,1148.07,0.444991,0.444991,6,6.07735,0
876,1886.29,1148.16,0.444991,0.444991,6,6.08714,0
876,1886.73,1148.25,0.444991,0.444991,6,6.09594,0
877,1887.16,1148.34,0.444991,0.444991,6,6.10439,0
877,1887.6,1148.43,0.444991,0.444991,6,6.11186,0
878,1888.03,1148.52,0.444991,0.444991,6,6.11905,0
878,1888.47,1148.61,0.444991,0.444991,6,6.12582,0
878,1888.9,1148.7,0.444992,0.444992,6,6.1324,0
879,1889.34,1148.79,0.444992,0.444991,6,6.13862,0
879,1889.78,1148.88,0.444992,0.444992,6,6.14443,0
880,1890.21,1148.97,0.444992,0.444992,6,6.1488,0
880,1890.65,1149.06,0.444992,0.444991,6,6.1529,0
880,1891.08,1149.16,0.444992,0.444992,6,6.1563,0
881,1891.52,1149.25,0.444992,0.444992,6,6.15973,0
881,1891.95,1149.35,0.444992,0.444991,6,6.16279,0
881,1892.38,1149.44,0.444992,0.444992,6,6.16524,0
882,1892.82,1149.54,0.444992,0.444992,6,6.16749,0
882,1893.25,1149.63,0.444992,0.444992,6,6.1694,0
883,1893.69,1149.73,0.444992,0.444992,6,6.17145,0
883,1894.12,1149.82,0.444992,0.444992,6,6.17272,0
884,1894.56,1149.92,0.444992,0.444992,6,6.17365,0
884,1894.99,1150.01,0.444992,0.444992,6,6.17405,0
884,1895.43,1150.11,0.444992,0.444992,6,6.17413,0
885,1895.86,1150.21,0.444993,0.444993,6,6.17413,0
885,1896.29,1150.31,0.444993,0.444992,6,6.17388,0
886,1896.73,1150.4,0.444993,0.444993,6,6.17366,0
886,1897.16,1150.5,0.444993,0.444992,6,6.17298,0
886,1897.6,1150.6,0.444993,0.444993,6,6.17197,0
887,1898.03,1150.7,0.444993,0.444993,6,6.17079,0
887,1898.46,1150.79,0.444993,0.444992,6,6.16927,0
888,1898.9,1150.89,0.444993,0.444993,6,6.16655,0
888,1899.33,1150.99,0.444993,0.444993,6,6.16379,0
888,1899.76,1151.09,0.444993,0.444993,6,6.16074,0
889,1900.2,1151.19,0.444993,0.444993,6,6.15731,0
889,1900.63,1151.29,0.444993,0.444992,6,6.15364,0
890,1901.06,1151.4,0.444993,0.444993,6,6.14893,0
890,1901.5,1151.5,0.444993,0.444993,6,5.86585,0
890,1901.93,1151.6,0.444993,0.444993,6,5.88088,0
891,1902.36,1151.7,0.444993,0.444993,6,5.89617,0
891,1902.8,1151.8,0.444993,0.444993,6,5.91085,0
892,1903.23,1151.91,0.444993,0.444993,6,5.92409,0
892,1903.66,1152.01,0.444993,0.444992,6,5.93753,0
892,1904.09,1152.12,0.444993,0.444993,6,5.95073,0
893,1904.53,1152.22,0.444993,0.444992,6,5.96366,0
893,1904.96,1152.32,0.444993,0.444993,6,5.97652,0
894,1905.39,1152.43,0.444993,0.444992,6,5.98961,0
894,1905.82,1152.53,0.444993,0.444993,6,6.00236,0
894,1906.26,1152.64,0.444993,0.444993,6,6.01483,0
895,1906.69,1152.74,0.444993,0.444992,6,6.02599,0
895,1907.12,1152.85,0.444993,0.444993,6,6.03719,0
896,1907.55,1152.95,0.444993,0.444992,6,6.04949,0
896,1907.98,1153.06,0.444993,0.444993,6,6.06123,0
896,1908.42,1153.16,0.444993,0.444993,6,6.07268,0
897,1908.85,1153.27,0.444993,0.444993,6,6.08291,0
897,1909.28,1153.38,0.444993,0.444992,6,6.09306,0
898,1909.71,1153.48,0.444993,0.444993,6,6.10448,0
898,1910.14,1153.59,0.444993,0.444993,6,6.1152,0
898,1910.58,1153.7,0.444993,0.444993,6,6.12558,0
899,1911.01,1153.8,0.444993,0.444993,6,6.13486,0
899,1911.44,1153.91,0.444993,0.444993,6,6.14406,0
900,1911.87,1154.02,0.444993,0.444993,6,6.15263,0
900,1912.3,1154.13,0.444994,0.444994,6,6.16084,0
900,1912.73,1154.24,0.444994,0.444994,6,6.16874,0
901,1913.17,1154.35,0.444994,0.444993,6,6.1763,0
901,1913.6,1154.46,0.444994,0.444993,6,6.18355,0
902,1914.03,1154.57,0.444994,0.444994,6,6.19048,0
902,1914.46,1154.68,0.444994,0.444994,6,6.19704,0
902,1914.89,1154.79,0.444994,0.444994,6,6.20329,0
903,1915.32,1154.9,0.444994,0.444993,6,6.2083,0
903,1915.75,1155.01,0.444994,0.444994,6,6.21337,0
904,1916.18,1155.12,0.444994,0.444994,6,6.21752,0
904,1916.61,1155.24,0.444994,0.444993,6,6.22131,0
905,1917.04,1155.35,0.444994,0.444994,6,6.22481,0
905,1917.47,1155.46,0.444994,0.444994,6,6.22818,0
905,1917.9,1155.58,0.444994,0.444994,6,6.2313,0
906,1918.33,1155.69,0.444994,0.444994,6,6.2339,0
906,1918.76,1155.8,0.444994,0.444994,6,6.2361,0
907,1919.19,1155.92,0.444994,0.444994,6,6.23797,0
907,1919.62,1156.03,0.444994,0.444993,6,6.24104,0
907,1920.05,1156.15,0.444994,0.444994,6,6.24337,0
908,1920.48,1156.26,0.444994,0.444994,6,6.24613,0
908,1920.91,1156.38,0.444994,0.444994,6,6.24809,0
909,1921.34,1156.49,0.444994,0.444994,6,6.24961,0
909,1921.77,1156.61,0.444994,0.444994,6,6.25138,0
910,1922.2,1156.72,0.444994,0.444994,6,6.25236,0
910,1922.63,1156.84,0.444994,0.444994,6,6.25245,0
910,1923.06,1156.96,0.444994,0.444994,6,6.25223,0
911,1923.49,1157.07,0.444994,0.444994,6,6.25154,0
911,1923.92,1157.19,0.444994,0.444994,6,6.2495,0
912,1924.35,1157.31,0.444994,0.444994,6,6.24741,0
912,1924.77,1157.43,0.444994,0.444994,6,6.24408,0
912,1925.2,1157.55,0.444994,0.444994,6,6.24061,0
913,1925.63,1157.67,0.444994,0.444994,6,6.23666,0
913,1926.06,1157.79,0.444995,0.444994,6,6.23283,0
914,1926.49,1157.91,0.444995,0.444994,6,6.2286,0
914,1926.91,1158.03,0.444994,0.444994,6,6.22319,0
914,1927.34,1158.15,0.444994,0.444993,6,5.65585,0
915,1927.77,1158.28,0.444994,0.444994,6,5.69008,0
915,1928.2,1158.4,0.444994,0.444994,6,5.7251,0
916,1928.63,1158.52,0.444994,0.444994,6,5.75898,0
916,1929.05,1158.65,0.444994,0.444994,6,5.79217,0
916,1929.48,1158.77,0.444994,0.444994,6,5.8245,0
917,1929.91,1158.9,0.444994,0.444994,6,5.85623,0
917,1930.33,1159.02,0.444995,0.444994,6,5.88564,0
918,1930.76,1159.15,0.444995,0.444995,6,5.91486,0
918,1931.19,1159.28,0.444995,0.444994,6,5.94411,0
919,1931.61,1159.41,0.444995,0.444995,6,5.97259,0
919,1932.04,1159.53,0.444995,0.444995,6,6.00045,0
919,1932.46,1159.66,0.444995,0.444994,6,6.0269,0
920,1932.89,1159.79,0.444995,0.444995,6,6.05319,0
920,1933.31,1159.93,0.444995,0.444995,6,6.07948,0
921,1933.74,1160.06,0.444995,0.444994,6,6.10515,0
921,1934.16,1160.19,0.444995,0.444995,6,6.13013,0
921,1934.59,1160.32,0.444995,0.444994,6,6.15402,0
922,1935.01,1160.45,0.444995,0.444995,6,6.17747,0
922,1935.44,1160.59,0.444995,0.444994,6,6.20041,0
923,1935.86,1160.72,0.444995,0.444995,6,6.22242,0
923,1936.29,1160.86,0.444995,0.444995,6,6.24369,0
923,1936.71,1160.99,0.444995,0.444995,6,6.26419,0
924,1937.13,1161.13,0.444995,0.444995,6,6.28393,0
924,1937.56,1161.26,0.444995,0.444995,6,6.30366,0
925,1937.98,1161.4,0.444995,0.444995,6,6.3223,0
925,1938.4,1161.54,0.444995,0.444995,6,6.34176,0
925,1938.82,1161.68,0.444995,0.444994,6,6.35982,0
926,1939.25,1161.82,0.444995,0.444995,6,6.377,0
926,1939.67,1161.96,0.444995,0.444995,6,6.39315,0
926,1940.09,1162.1,0.444995,0.444995,6,6.40828,0
927,1940.51,1162.24,0.444995,0.444995,6,6.42235,0
927,1940.93,1162.38,0.444995,0.444995,6,6.43562,0
928,1941.36,1162.53,0.444995,0.444995,6,6.44798,0
928,1941.78,1162.67,0.444995,0.444995,6,6.46012,0
928,1942.2,1162.81,0.444995,0.444995,6,6.47132,0
929,1942.62,1162.96,0.444995,0.444995,6,6.4829,0
929,1943.04,1163.1,0.444995,0.444995,6,6.49306,0
929,1943.46,1163.25,0.444995,0.444995,6,6.50307,0
930,1943.88,1163.4,0.444995,0.444995,6,6.5118,0
930,1944.3,1163.54,0.444995,0.444996,6,6.51946,0
931,1944.72,1163.69,0.444995,0.444995,6,6.52622,0
931,1945.14,1163.84,0.444995,0.444996,6,6.53189,0
931,1945.55,1163.99,0.444995,0.444996,6,6.53611,0
932,1945.97,1164.15,0.444995,0.444996,6,6.53958,0
932,1946.39,1164.3,0.444995,0.444995,6,6.54196,0
933,1946.81,1164.45,0.444995,0.444995,6,6.54333,0
933,1947.23,1164.61,0.444995,0.444996,6,6.54361,0
933,1947.64,1164.76,0.444995,0.444995,6,6.54241,0
934,1948.06,1164.92,0.444995,0.444995,6,6.54045,0
934,1948.47,1165.08,0.444995,0.444994,6,6.5374,0
935,1948.89,1165.24,0.444995,0.444995,6,6.53335,0
935,1949.3,1165.4,0.444995,0.444995,6,6.52807,0
935,1949.72,1165.56,0.444995,0.444995,6,6.52183,0
936,1950.13,1165.72,0.444995,0.444994,6,6.51449,0
936,1950.55,1165.88,0.444995,0.444995,6,6.50603,0
937,1950.96,1166.05,0.444995,0.444995,6,6.49672,0
937,1951.37,1166.21,0.444995,0.444996,6,6.48616,0
937,1951.79,1166.38,0.444995,0.444995,6,6.47449,0
938,1952.2,1166.55,0.444995,0.444996,6,6.46159,0
938,1952.61,1166.71,0.444995,0.444995,6,6.44793,0
938,1953.02,1166.88,0.444995,0.444995,6,6.43278,0
939,1953.43,1167.05,0.444995,0.444996,6,6.4165,0
939,1953.84,1167.22,0.444995,0.444995,6,6.40037,0
940,1954.26,1167.4,0.444995,0.444996,6,6.38291,0
940,1954.66,1167.57,0.444995,0.444995,6,6.36328,0
940,1955.07,1167.74,0.444995,0.444995,6,5.34788,0
941,1955.48,1167.92,0.444995,0.444995,6,5.40022,0
941,1955.89,1168.09,0.444996,0.444995,6,5.45165,0
942,1956.3,1168.27,0.444995,0.444996,6,5.50177,0
942,1956.71,1168.45,0.444996,0.444995,6,5.55192,0
942,1957.11,1168.63,0.444995,0.444996,6,5.60044,0
943,1957.52,1168.81,0.444995,0.444995,6,5.64778,0
943,1957.93,1168.99,0.444996,0.444996,6,5.69374,0
943,1958.33,1169.17,0.444995,0.444995,6,5.73861,0
944,1958.74,1169.35,0.444996,0.444996,6,5.78216,0
944,1959.14,1169.54,0.444995,0.444995,6,5.82469,0
945,1959.55,1169.72,0.444995,0.444995,6,5.86607,0
945,1959.95,1169.91,0.444996,0.444996,6,5.90527,0
945,1960.36,1170.1,0.444995,0.444994,6,5.94374,0
946,1960.76,1170.29,0.444995,0.444995,6,5.98109,0
946,1961.16,1170.48,0.444996,0.444996,6,6.01811,0
946,1961.56,1170.67,0.444995,0.444995,6,6.05375,0
947,1961.96,1170.86,0.444996,0.444996,6,6.08757,0
947,1962.37,1171.05,0.444995,0.444995,6,6.12022,0
948,1962.77,1171.25,0.444995,0.444995,6,6.15177,0
948,1963.16,1171.44,0.444996,0.444995,6,6.1805,0
948,1963.56,1171.64,0.444995,0.444995,6,6.20877,0
949,1963.96,1171.84,0.444995,0.444996,6,6.236,0
949,1964.36,1172.04,0.444996,0.444996,6,6.26105,0
949,1964.76,1172.24,0.444995,0.444994,6,6.28549,0
950,1965.15,1172.44,0.444996,0.444996,6,6.30793,0
950,1965.55,1172.64,0.444995,0.444994,6,6.32955,0
